TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
2965,Plan weekend gathering,Personal,Less Important,30,Saturday,17:30,18:00,user1
2966,Chat with neighbors,Personal,Less Important,45,Wednesday,19:00,19:45,user1
2967,Evening gym workout,Personal,Normal,45,Friday,18:30,19:15,user1
2968,Watch a stand-up comedy,Personal,Less Important,45,Saturday,20:15,21:00,user1
2969,Water the plants,Personal,Normal,45,Saturday,9:00,9:45,user1
2970,Weekly team briefing,Work,Important,45,Friday,9:15,10:00,user1
2971,Team meeting,Work,Important,45,Thursday,14:30,15:15,user1
2972,Evening walk,Personal,Normal,30,Sunday,19:00,19:30,user1
2973,Cross-department alignment,Work,Important,45,Saturday,14:45,15:30,user1
2974,Hang out at a cafe,Personal,Less Important,30,Friday,15:15,15:45,user1
2975,Read a technical article,Education,Important,45,Tuesday,18:15,19:00,user1
2976,Read research paper,Education,Important,45,Wednesday,13:45,14:30,user1
2977,Code review session,Work,More Important,45,Tuesday,12:15,13:00,user1
2978,Buy stationery,Personal,More Important,60,Sunday,14:00,15:00,user1
2979,Write short story,Personal,Normal,60,Thursday,12:00,13:00,user1
2980,Design a presentation,Work,More Important,30,Wednesday,11:45,12:15,user1
2981,Team meeting,Work,Important,60,Wednesday,11:00,12:00,user1
2982,Review lecture notes,Education,More Important,30,Tuesday,13:30,14:00,user1
2983,Design a presentation,Work,More Important,60,Thursday,12:30,13:30,user1
2984,Solve math problems,Education,More Important,45,Monday,15:30,16:15,user1
2985,Take online quiz,Education,More Important,30,Sunday,15:00,15:30,user1
2986,Write report,Work,More Important,45,Saturday,10:30,11:15,user1
2987,Practice coding,Education,Important,30,Sunday,11:15,11:45,user1
2988,Take notes from an eBook,Education,Important,30,Monday,14:00,14:30,user1
2989,Call family,Personal,Less Important,60,Friday,20:45,21:45,user1
2990,Drop off donation,Personal,More Important,45,Monday,13:30,14:15,user1
2991,Join an online gaming session,Personal,Less Important,45,Tuesday,20:15,21:00,user1
2992,Buy stationery,Personal,More Important,60,Tuesday,12:00,13:00,user1
2993,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:45,17:15,user1
2994,Mop the floor,Personal,Normal,60,Tuesday,11:15,12:15,user1
2995,Play guitar,Personal,Normal,30,Saturday,17:45,18:15,user1
2996,Water the plants,Personal,Normal,30,Thursday,9:30,10:00,user1
2997,Online course session,Education,Important,45,Sunday,17:30,18:15,user1
2998,Evening walk,Personal,Normal,60,Friday,19:30,20:30,user1
2999,Do the laundry,Personal,Normal,30,Sunday,17:15,17:45,user1
3000,Renew ID card,Personal,More Important,60,Sunday,10:30,11:30,user1
3001,One-on-one with supervisor,Work,Important,60,Tuesday,13:30,14:30,user1
3002,Watch YouTube,Personal,Less Important,60,Friday,20:30,21:30,user1
3003,Watch YouTube,Personal,Less Important,30,Saturday,20:15,20:45,user1
3004,Buy stationery,Personal,More Important,60,Wednesday,12:00,13:00,user1
3005,Read a technical article,Education,Important,30,Thursday,19:15,19:45,user1
3006,Evening gym workout,Personal,Normal,60,Monday,18:00,19:00,user1
3007,Join online group chat,Personal,Less Important,30,Monday,21:45,22:15,user1
3008,Mail documents,Personal,More Important,60,Wednesday,15:30,16:30,user1
3009,Water the plants,Personal,Normal,30,Sunday,9:45,10:15,user1
3010,Design a presentation,Work,More Important,45,Thursday,14:30,15:15,user1
3011,Evening walk,Personal,Normal,45,Saturday,17:30,18:15,user1
3012,Take notes from an eBook,Education,Important,30,Sunday,20:30,21:00,user1
3013,Play guitar,Personal,Normal,30,Tuesday,18:00,18:30,user1
3014,Create flashcards for revision,Education,More Important,45,Wednesday,16:30,17:15,user1
3015,Do the laundry,Personal,Normal,30,Saturday,12:30,13:00,user1
3016,Paint a picture,Personal,Normal,60,Tuesday,18:45,19:45,user1
3017,Listen to music,Personal,Less Important,60,Thursday,21:45,22:45,user1
3018,Watch online tutorial,Education,Important,60,Sunday,12:00,13:00,user1
3019,Stretching session,Personal,Normal,60,Friday,7:30,8:30,user1
3020,Explore new tools,Education,Important,60,Saturday,14:15,15:15,user1
3021,Team meeting,Work,Important,45,Wednesday,14:00,14:45,user1
3022,Drop off donation,Personal,More Important,60,Wednesday,12:15,13:15,user1
3023,Test new software features,Work,More Important,45,Friday,10:00,10:45,user1
3024,Take online quiz,Education,More Important,60,Monday,14:00,15:00,user1
3025,Practice a new language,Education,Important,30,Saturday,17:45,18:15,user1
3026,Clean the bathroom,Personal,Normal,45,Friday,12:30,13:15,user1
3027,Design a presentation,Work,More Important,30,Friday,14:45,15:15,user1
3028,Read research paper,Education,Important,60,Wednesday,16:00,17:00,user1
3029,Product demo with client,Work,Important,30,Thursday,12:45,13:15,user1
3030,Stream live concert,Personal,Less Important,30,Wednesday,19:30,20:00,user1
3031,Home workout,Personal,Normal,60,Sunday,8:15,9:15,user1
3032,Write a summary of today's learnings,Education,More Important,30,Friday,9:15,9:45,user1
3033,Dust shelves,Personal,Normal,60,Saturday,10:30,11:30,user1
3034,Chat with neighbors,Personal,Less Important,30,Thursday,19:30,20:00,user1
3035,Plan weekend gathering,Personal,Less Important,60,Wednesday,17:15,18:15,user1
3036,Write a poem,Personal,Normal,45,Monday,13:30,14:15,user1
3037,Weekly team briefing,Work,Important,30,Sunday,9:00,9:30,user1
3038,Grocery shopping,Personal,More Important,30,Monday,17:15,17:45,user1
3039,Client discussion,Work,Important,30,Tuesday,11:30,12:00,user1
3040,Design a presentation,Work,More Important,60,Thursday,15:45,16:45,user1
3041,Paint a picture,Personal,Normal,30,Monday,17:00,17:30,user1
3042,Read a book,Education,More Important,30,Sunday,13:45,14:15,user1
3043,Wash dishes,Personal,Normal,60,Monday,12:15,13:15,user1
3044,Clean the bathroom,Personal,Normal,60,Tuesday,17:15,18:15,user1
3045,Home workout,Personal,Normal,45,Sunday,8:30,9:15,user1
3046,Renew ID card,Personal,More Important,60,Friday,9:00,10:00,user1
3047,Cycling,Personal,Normal,45,Monday,6:00,6:45,user1
3048,Write short story,Personal,Normal,60,Sunday,15:00,16:00,user1
3049,Yoga session,Personal,Normal,30,Tuesday,6:00,6:30,user1
3050,Prepare budget report,Work,More Important,60,Friday,14:30,15:30,user1
3051,Practice coding,Education,Important,60,Wednesday,18:00,19:00,user1
3052,Online course session,Education,Important,30,Saturday,9:15,9:45,user1
3053,Take online quiz,Education,More Important,45,Saturday,18:45,19:30,user1
3054,Grocery shopping,Personal,More Important,60,Friday,15:00,16:00,user1
3055,Design a presentation,Work,More Important,60,Saturday,9:15,10:15,user1
3056,Mail documents,Personal,More Important,60,Monday,16:00,17:00,user1
3057,Watch a stand-up comedy,Personal,Less Important,60,Monday,19:15,20:15,user1
3058,Complete a coding challenge,Education,Important,60,Saturday,19:15,20:15,user1
3059,Call family,Personal,Less Important,45,Thursday,19:15,20:00,user1
3060,Watch a stand-up comedy,Personal,Less Important,60,Tuesday,19:15,20:15,user1
3061,Do the laundry,Personal,Normal,30,Friday,17:45,18:15,user1
3062,Jogging,Personal,Normal,60,Wednesday,7:45,8:45,user1
3063,Home workout,Personal,Normal,60,Saturday,7:45,8:45,user1
3064,Evening walk,Personal,Normal,45,Monday,17:30,18:15,user1
3065,Get a haircut,Personal,More Important,60,Monday,11:00,12:00,user1
3066,Watch YouTube,Personal,Less Important,60,Saturday,21:15,22:15,user1
3067,Listen to music,Personal,Less Important,45,Saturday,18:45,19:30,user1
3068,Buy stationery,Personal,More Important,60,Sunday,14:30,15:30,user1
3069,Coffee with a friend,Personal,Less Important,45,Monday,15:30,16:15,user1
3070,Home workout,Personal,Normal,60,Monday,6:45,7:45,user1
3071,One-on-one with supervisor,Work,Important,60,Tuesday,15:45,16:45,user1
3072,Strategy discussion,Work,Important,60,Saturday,10:00,11:00,user1
3073,Write a poem,Personal,Normal,30,Tuesday,14:15,14:45,user1
3074,Visit the bank,Personal,More Important,30,Thursday,12:30,13:00,user1
3075,Sketch a design,Personal,Normal,60,Sunday,16:00,17:00,user1
3076,Water the plants,Personal,Normal,45,Thursday,8:45,9:30,user1
3077,Write a blog post,Personal,Normal,45,Thursday,17:00,17:45,user1
3078,Read comics,Personal,Less Important,30,Tuesday,19:45,20:15,user1
3079,Grocery shopping,Personal,More Important,30,Thursday,11:45,12:15,user1
3080,Join online group chat,Personal,Less Important,60,Thursday,21:30,22:30,user1
3081,Solve math problems,Education,More Important,45,Wednesday,14:15,15:00,user1
3082,Practice a new language,Education,Important,45,Thursday,18:45,19:30,user1
3083,Mail documents,Personal,More Important,30,Sunday,12:15,12:45,user1
3084,Cycling,Personal,Normal,60,Thursday,5:45,6:45,user1
3085,Review lecture notes,Education,More Important,30,Monday,14:45,15:15,user1
3086,Learn Python,Education,Important,45,Saturday,13:45,14:30,user1
3087,Read a book,Education,More Important,45,Monday,8:30,9:15,user1
3088,Evening walk,Personal,Normal,60,Tuesday,17:45,18:45,user1
3089,Drop off donation,Personal,More Important,30,Tuesday,16:45,17:15,user1
3090,Read comics,Personal,Less Important,30,Sunday,19:30,20:00,user1
3091,Take online quiz,Education,More Important,60,Monday,13:15,14:15,user1
3092,Cycling,Personal,Normal,45,Monday,7:15,8:00,user1
3093,Take online quiz,Education,More Important,30,Monday,19:15,19:45,user1
3094,Drop off donation,Personal,More Important,30,Wednesday,15:15,15:45,user1
3095,Grocery shopping,Personal,More Important,60,Wednesday,15:15,16:15,user1
3096,Jogging,Personal,Normal,60,Sunday,5:45,6:45,user1
3097,Play guitar,Personal,Normal,60,Saturday,18:15,19:15,user1
3098,Chat with neighbors,Personal,Less Important,60,Sunday,17:00,18:00,user1
3099,Chat with neighbors,Personal,Less Important,45,Sunday,17:30,18:15,user1
3100,Take notes from an eBook,Education,Important,60,Saturday,17:45,18:45,user1
3101,Sketch a design,Personal,Normal,30,Saturday,18:00,18:30,user1
3102,Prepare budget report,Work,More Important,30,Sunday,13:30,14:00,user1
3103,Buy stationery,Personal,More Important,45,Saturday,15:15,16:00,user1
3104,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:00,16:30,user1
3105,Mop the floor,Personal,Normal,45,Wednesday,15:00,15:45,user1
3106,Read research paper,Education,Important,60,Thursday,14:45,15:45,user1
3107,Take online quiz,Education,More Important,60,Wednesday,17:30,18:30,user1
3108,Vacuum the floor,Personal,Normal,60,Thursday,13:30,14:30,user1
3109,Read research paper,Education,Important,60,Saturday,10:15,11:15,user1
3110,Call family,Personal,Less Important,45,Sunday,18:45,19:30,user1
3111,Watch a stand-up comedy,Personal,Less Important,45,Friday,20:00,20:45,user1
3112,Swimming,Personal,Normal,60,Monday,6:45,7:45,user1
3113,Vacuum the floor,Personal,Normal,60,Tuesday,13:00,14:00,user1
3114,Cross-department alignment,Work,Important,45,Saturday,10:00,10:45,user1
3115,Home workout,Personal,Normal,30,Monday,7:00,7:30,user1
3116,Hang out at a cafe,Personal,Less Important,30,Friday,17:00,17:30,user1
3117,Summarize a chapter,Education,More Important,30,Wednesday,19:00,19:30,user1
3118,Do the laundry,Personal,Normal,60,Friday,16:30,17:30,user1
3119,Practice coding,Education,Important,60,Sunday,15:00,16:00,user1
3120,Evening gym workout,Personal,Normal,45,Monday,19:30,20:15,user1
3121,Do the laundry,Personal,Normal,45,Tuesday,13:00,13:45,user1
3122,Record a song,Personal,Normal,60,Tuesday,17:00,18:00,user1
3123,Strategy discussion,Work,Important,30,Tuesday,15:00,15:30,user1
3124,Water the plants,Personal,Normal,45,Sunday,9:30,10:15,user1
3125,Solve math problems,Education,More Important,30,Monday,17:45,18:15,user1
3126,Complete a coding challenge,Education,Important,45,Monday,16:45,17:30,user1
3127,Team meeting,Work,Important,60,Tuesday,14:45,15:45,user1
3128,Summarize a chapter,Education,More Important,45,Tuesday,9:30,10:15,user1
3129,Review lecture notes,Education,More Important,30,Sunday,14:45,15:15,user1
3130,Read a book,Education,More Important,45,Friday,14:15,15:00,user1
3131,Summarize a chapter,Education,More Important,45,Monday,16:45,17:30,user1
3132,Team meeting,Work,Important,30,Friday,14:30,15:00,user1
3133,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:30,17:00,user1
3134,Coffee with a friend,Personal,Less Important,45,Saturday,16:00,16:45,user1
3135,One-on-one with supervisor,Work,Important,30,Friday,14:15,14:45,user1
3136,Do the laundry,Personal,Normal,60,Friday,12:15,13:15,user1
3137,Practice coding,Education,Important,30,Thursday,15:15,15:45,user1
3138,Visit the bank,Personal,More Important,60,Monday,9:45,10:45,user1
3139,Visit the bank,Personal,More Important,30,Saturday,11:15,11:45,user1
3140,Complete a coding challenge,Education,Important,30,Wednesday,17:00,17:30,user1
3141,Test new software features,Work,More Important,45,Saturday,13:30,14:15,user1
3142,Cross-department alignment,Work,Important,60,Tuesday,11:45,12:45,user1
3143,Grocery shopping,Personal,More Important,30,Friday,9:30,10:00,user1
3144,Write a poem,Personal,Normal,45,Tuesday,16:45,17:30,user1
3145,Buy stationery,Personal,More Important,30,Sunday,12:15,12:45,user1
3146,Write report,Work,More Important,30,Sunday,14:00,14:30,user1
3147,Play games,Personal,Less Important,30,Saturday,22:45,23:15,user1
3148,Vacuum the floor,Personal,Normal,60,Wednesday,13:45,14:45,user1
3149,Wash dishes,Personal,Normal,30,Friday,11:30,12:00,user1
3150,Respond to work emails,Work,More Important,30,Friday,16:15,16:45,user1
3151,Clean the kitchen,Personal,Normal,45,Tuesday,11:15,12:00,user1
3152,Organize closet,Personal,Normal,45,Monday,15:15,16:00,user1
3153,Buy stationery,Personal,More Important,60,Saturday,15:30,16:30,user1
3154,Visit pharmacy,Personal,More Important,45,Wednesday,15:00,15:45,user1
3155,Edit a short video,Personal,Normal,60,Thursday,18:30,19:30,user1
3156,Mail documents,Personal,More Important,30,Thursday,15:45,16:15,user1
3157,Visit pharmacy,Personal,More Important,30,Thursday,15:30,16:00,user1
3158,Visit pharmacy,Personal,More Important,45,Wednesday,9:00,9:45,user1
3159,Client discussion,Work,Important,60,Sunday,15:15,16:15,user1
3160,Make a scrapbook,Personal,Normal,45,Tuesday,15:15,16:00,user1
3161,Hang out at a cafe,Personal,Less Important,45,Tuesday,16:30,17:15,user1
3162,Wash dishes,Personal,Normal,60,Sunday,14:30,15:30,user1
3163,Evening gym workout,Personal,Normal,30,Saturday,19:00,19:30,user1
3164,Evening walk,Personal,Normal,45,Saturday,18:15,19:00,user1
3165,Get a haircut,Personal,More Important,30,Saturday,17:45,18:15,user1
3166,One-on-one with supervisor,Work,Important,30,Monday,11:00,11:30,user1
3167,One-on-one with supervisor,Work,Important,45,Saturday,12:45,13:30,user1
3168,Join an online gaming session,Personal,Less Important,45,Friday,19:15,20:00,user1
3169,Paint a picture,Personal,Normal,30,Wednesday,18:15,18:45,user1
3170,Mail documents,Personal,More Important,45,Saturday,11:15,12:00,user1
3171,Design a presentation,Work,More Important,30,Sunday,13:45,14:15,user1
3172,Visit pharmacy,Personal,More Important,30,Tuesday,17:15,17:45,user1
3173,Cross-department alignment,Work,Important,60,Monday,10:00,11:00,user1
3174,Vacuum the floor,Personal,Normal,45,Saturday,11:00,11:45,user1
3175,Take notes from an eBook,Education,Important,45,Tuesday,13:00,13:45,user1
3176,One-on-one with supervisor,Work,Important,45,Friday,16:15,17:00,user1
3177,Join an online gaming session,Personal,Less Important,45,Tuesday,18:45,19:30,user1
3178,Cross-department alignment,Work,Important,60,Thursday,12:30,13:30,user1
3179,Join online group chat,Personal,Less Important,30,Sunday,21:00,21:30,user1
3180,Record a song,Personal,Normal,30,Thursday,20:00,20:30,user1
3181,Chat with neighbors,Personal,Less Important,45,Thursday,17:00,17:45,user1
3182,Read research paper,Education,Important,45,Monday,10:45,11:30,user1
3183,Review lecture notes,Education,More Important,60,Friday,13:00,14:00,user1
3184,Play guitar,Personal,Normal,30,Monday,17:45,18:15,user1
3185,Watch online tutorial,Education,Important,45,Monday,11:15,12:00,user1
3186,Test new software features,Work,More Important,45,Sunday,13:15,14:00,user1
3187,Vacuum the floor,Personal,Normal,60,Thursday,16:15,17:15,user1
3188,Call family,Personal,Less Important,60,Thursday,19:30,20:30,user1
3189,Explore new tools,Education,Important,45,Monday,11:00,11:45,user1
3190,Weekly team briefing,Work,Important,45,Saturday,9:00,9:45,user1
3191,Jogging,Personal,Normal,45,Friday,5:45,6:30,user1
3192,Call family,Personal,Less Important,60,Wednesday,19:45,20:45,user1
3193,Clean the kitchen,Personal,Normal,30,Thursday,9:15,9:45,user1
3194,Practice coding,Education,Important,45,Friday,21:00,21:45,user1
3195,Test new software features,Work,More Important,45,Tuesday,14:45,15:30,user1
3196,Attend webinar,Education,Important,30,Sunday,15:45,16:15,user1
3197,Take online quiz,Education,More Important,30,Monday,10:30,11:00,user1
3198,Code review session,Work,More Important,30,Sunday,14:30,15:00,user1
3199,Read research paper,Education,Important,30,Sunday,16:30,17:00,user1
3200,Stream live concert,Personal,Less Important,30,Wednesday,21:45,22:15,user1
3201,Jogging,Personal,Normal,30,Wednesday,7:15,7:45,user1
3202,Do the laundry,Personal,Normal,60,Wednesday,11:15,12:15,user1
3203,Write report,Work,More Important,30,Monday,11:30,12:00,user1
3204,Sketch a design,Personal,Normal,45,Thursday,14:00,14:45,user1
3205,Renew ID card,Personal,More Important,30,Monday,9:45,10:15,user1
3206,Team meeting,Work,Important,30,Wednesday,9:30,10:00,user1
3207,Sketch a design,Personal,Normal,45,Monday,17:45,18:30,user1
3208,Wash dishes,Personal,Normal,30,Tuesday,17:00,17:30,user1
3209,Watch YouTube,Personal,Less Important,30,Tuesday,22:30,23:00,user1
3210,Cross-department alignment,Work,Important,30,Wednesday,11:15,11:45,user1
3211,Write a summary of today's learnings,Education,More Important,45,Tuesday,15:45,16:30,user1
3212,Visit pharmacy,Personal,More Important,60,Monday,13:15,14:15,user1
3213,Write short story,Personal,Normal,60,Wednesday,11:15,12:15,user1
3214,Take online quiz,Education,More Important,45,Friday,14:45,15:30,user1
3215,Yoga session,Personal,Normal,45,Monday,7:15,8:00,user1
3216,Mail documents,Personal,More Important,30,Wednesday,14:30,15:00,user1
3217,Cross-department alignment,Work,Important,30,Saturday,15:00,15:30,user1
3218,Plan weekend gathering,Personal,Less Important,45,Wednesday,15:15,16:00,user1
3219,Online course session,Education,Important,60,Saturday,12:30,13:30,user1
3220,Prepare budget report,Work,More Important,30,Monday,11:00,11:30,user1
3221,Team meeting,Work,Important,30,Saturday,16:15,16:45,user1
3222,Buy stationery,Personal,More Important,60,Saturday,11:15,12:15,user1
3223,Read research paper,Education,Important,45,Wednesday,18:15,19:00,user1
3224,Visit pharmacy,Personal,More Important,60,Saturday,12:45,13:45,user1
3225,Complete a coding challenge,Education,Important,60,Wednesday,18:15,19:15,user1
3226,Write a summary of today's learnings,Education,More Important,45,Thursday,9:15,10:00,user1
3227,Cross-department alignment,Work,Important,30,Monday,11:45,12:15,user1
3228,Swimming,Personal,Normal,30,Wednesday,7:45,8:15,user1
3229,Play guitar,Personal,Normal,45,Monday,18:15,19:00,user1
3230,Play games,Personal,Less Important,60,Wednesday,19:30,20:30,user1
3231,Practice coding,Education,Important,60,Thursday,15:00,16:00,user1
3232,Complete a coding challenge,Education,Important,30,Tuesday,15:00,15:30,user1
3233,Strategy discussion,Work,Important,30,Thursday,14:15,14:45,user1
3234,Visit pharmacy,Personal,More Important,45,Monday,18:00,18:45,user1
3235,Design a presentation,Work,More Important,45,Friday,15:15,16:00,user1
3236,Play games,Personal,Less Important,45,Friday,18:15,19:00,user1
3237,Plan weekend gathering,Personal,Less Important,45,Saturday,16:45,17:30,user1
3238,Write a blog post,Personal,Normal,60,Saturday,15:45,16:45,user1
3239,Team meeting,Work,Important,60,Saturday,10:00,11:00,user1
3240,Read research paper,Education,Important,45,Monday,15:30,16:15,user1
3241,Write a summary of today's learnings,Education,More Important,60,Saturday,17:00,18:00,user1
3242,Strategy discussion,Work,Important,45,Monday,12:15,13:00,user1
3243,Read research paper,Education,Important,45,Saturday,20:15,21:00,user1
3244,Evening walk,Personal,Normal,30,Wednesday,17:30,18:00,user1
3245,Update project status,Work,More Important,30,Thursday,11:15,11:45,user1
3246,Sketch a design,Personal,Normal,30,Friday,18:00,18:30,user1
3247,Call family,Personal,Less Important,60,Wednesday,18:30,19:30,user1
3248,Read comics,Personal,Less Important,30,Saturday,17:15,17:45,user1
3249,Buy stationery,Personal,More Important,60,Wednesday,11:45,12:45,user1
3250,Team meeting,Work,Important,60,Friday,11:15,12:15,user1
3251,Write a poem,Personal,Normal,30,Wednesday,11:15,11:45,user1
3252,Visit the bank,Personal,More Important,30,Friday,12:00,12:30,user1
3253,Home workout,Personal,Normal,60,Sunday,6:30,7:30,user1
3254,Solve math problems,Education,More Important,45,Sunday,14:15,15:00,user1
3255,Join online group chat,Personal,Less Important,30,Sunday,20:15,20:45,user1
3256,Online course session,Education,Important,45,Monday,19:45,20:30,user1
3257,Take online quiz,Education,More Important,30,Saturday,13:45,14:15,user1
3258,Chat with neighbors,Personal,Less Important,30,Tuesday,19:15,19:45,user1
3259,Reply to messages,Personal,Less Important,60,Friday,20:45,21:45,user1
3260,Renew ID card,Personal,More Important,45,Tuesday,14:15,15:00,user1
3261,Attend a birthday party,Personal,Less Important,45,Monday,21:00,21:45,user1
3262,Clean the kitchen,Personal,Normal,30,Saturday,9:00,9:30,user1
3263,Water the plants,Personal,Normal,30,Sunday,7:30,8:00,user1
3264,Grocery shopping,Personal,More Important,30,Saturday,13:30,14:00,user1
3265,Respond to work emails,Work,More Important,60,Thursday,15:45,16:45,user1
3266,Design a presentation,Work,More Important,30,Monday,9:45,10:15,user1
3267,Join online group chat,Personal,Less Important,45,Tuesday,19:00,19:45,user1
3268,Plan weekend gathering,Personal,Less Important,45,Sunday,15:30,16:15,user1
3269,Update project status,Work,More Important,45,Monday,9:30,10:15,user1
3270,Jogging,Personal,Normal,45,Saturday,5:15,6:00,user1
3271,Attend a birthday party,Personal,Less Important,45,Wednesday,18:15,19:00,user1
3272,Read comics,Personal,Less Important,30,Thursday,18:00,18:30,user1
3273,Client discussion,Work,Important,30,Monday,15:45,16:15,user1
3274,Make a scrapbook,Personal,Normal,45,Sunday,16:45,17:30,user1
3275,Update project status,Work,More Important,60,Sunday,15:30,16:30,user1
3276,Mail documents,Personal,More Important,60,Friday,15:45,16:45,user1
3277,Watch a movie,Personal,Less Important,30,Tuesday,21:00,21:30,user1
3278,Write short story,Personal,Normal,30,Wednesday,14:00,14:30,user1
3279,Respond to work emails,Work,More Important,30,Thursday,16:30,17:00,user1
3280,Read research paper,Education,Important,30,Saturday,19:30,20:00,user1
3281,Practice coding,Education,Important,45,Thursday,19:45,20:30,user1
3282,Buy stationery,Personal,More Important,45,Tuesday,12:45,13:30,user1
3283,Write a poem,Personal,Normal,60,Friday,13:45,14:45,user1
3284,Summarize a chapter,Education,More Important,30,Monday,17:30,18:00,user1
3285,Strategy discussion,Work,Important,45,Friday,11:00,11:45,user1
3286,Online course session,Education,Important,60,Thursday,19:45,20:45,user1
3287,Write a poem,Personal,Normal,45,Saturday,12:15,13:00,user1
3288,Take online quiz,Education,More Important,45,Friday,19:30,20:15,user1
3289,Mail documents,Personal,More Important,45,Sunday,16:00,16:45,user1
3290,Test new software features,Work,More Important,45,Saturday,13:15,14:00,user1
3291,Water the plants,Personal,Normal,45,Saturday,8:15,9:00,user1
3292,Take notes from an eBook,Education,Important,45,Monday,17:45,18:30,user1
3293,Practice a new language,Education,Important,60,Saturday,19:30,20:30,user1
3294,Read research paper,Education,Important,30,Sunday,14:45,15:15,user1
3295,Read research paper,Education,Important,60,Saturday,14:45,15:45,user1
3296,Test new software features,Work,More Important,45,Monday,16:15,17:00,user1
3297,Weekly team briefing,Work,Important,60,Friday,10:15,11:15,user1
3298,Record a song,Personal,Normal,60,Sunday,18:45,19:45,user1
3299,Prepare budget report,Work,More Important,60,Wednesday,12:00,13:00,user1
