TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
6933,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
6933,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
6933,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
6933,Respond to work emails,Work,Very Important,45,Sunday,16:45,17:30,user1,Afternoon
6933,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1,Morning
6933,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
6933,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
6933,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
6933,Practice a new language,Education,Important,30,Sunday,11:00,11:30,user1,Morning
6933,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
6933,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1,Morning
6933,Read research paper,Education,Important,60,Saturday,10:15,11:15,user1,Morning
6933,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
6933,Practice coding,Education,Important,60,Friday,21:45,22:45,user1,Evening
6933,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1,Afternoon
6933,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
6933,Take online quiz,Education,Very Important,45,Tuesday,15:30,16:15,user1,Afternoon
6933,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
6933,Clean the kitchen,Personal,Normal,30,Sunday,17:15,17:45,user1,Afternoon
6933,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1,Morning
6933,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1,Morning
6933,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1,Evening
6933,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1,Evening
6933,Record a song,Personal,Normal,30,Wednesday,20:30,21:00,user1,Evening
6933,Do the laundry,Personal,Normal,30,Saturday,12:30,13:00,user1,Afternoon
6933,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1,Morning
6933,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1,Evening
6933,Get a haircut,Personal,Very Important,30,Friday,17:15,17:45,user1,Afternoon
6933,Attend webinar,Education,Important,30,Sunday,16:45,17:15,user1,Afternoon
6933,Watch a movie,Personal,Less Important,60,Monday,21:45,22:45,user1,Evening
6933,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
6933,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
6933,Water the plants,Personal,Normal,30,Saturday,8:45,9:15,user1,Morning
6933,Cycling,Personal,Normal,45,Monday,7:30,8:15,user1,Morning
6933,Swimming,Personal,Normal,60,Monday,6:45,7:45,user1,Morning
6933,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1,Morning
6933,Sketch a design,Personal,Normal,45,Tuesday,16:15,17:00,user1,Afternoon
6933,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1,Morning
6933,Stretching session,Personal,Normal,30,Wednesday,7:30,8:00,user1,Morning
6933,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
6933,Stream live concert,Personal,Less Important,45,Saturday,19:45,20:30,user1,Evening
6933,Product demo with client,Work,Important,30,Thursday,12:45,13:15,user1,Afternoon
6933,Yoga,Work,Very Important,46,Tuesday,19:00,19:46,user1,Evening
6933,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1,Evening
6933,Pick up package,Personal,Very Important,30,Wednesday,12:15,12:45,user1,Afternoon
6933,Take vitamins,Personal,Normal,5,Saturday,7:10,7:15,user1,Morning
6933,Read comics,Personal,Less Important,30,Thursday,18:00,18:30,user1,Evening
6933,Create flashcards for revision,Education,Very Important,45,Sunday,16:45,17:30,user1,Afternoon
6933,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
6933,Take online quiz,Education,Very Important,30,Monday,10:30,11:00,user1,Morning
6933,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
6933,Mop the floor,Personal,Normal,45,Thursday,16:00,16:45,user1,Afternoon
6933,Clean the kitchen,Personal,Normal,45,Sunday,16:00,16:45,user1,Afternoon
6933,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1,Evening
6933,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
6933,Paint a picture,Personal,Normal,30,Sunday,15:15,15:45,user1,Afternoon
6933,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1,Evening
6933,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
6933,Join an online gaming session,Personal,Less Important,60,Thursday,18:45,19:45,user1,Evening
6933,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
6933,Online course session,Education,Important,30,Saturday,9:15,9:45,user1,Morning
6933,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1,Afternoon
6933,Read a book,Education,Very Important,60,Thursday,10:45,11:45,user1,Morning
6933,take nap,Personal,Less Important,30,Wednesday,16:30,17:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
6933,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1,Morning
6933,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
6933,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
6933,Practice a new language,Education,Important,60,Saturday,19:30,20:30,user1,Evening
6933,Code review session,Work,Very Important,45,Wednesday,15:30,16:15,user1,Afternoon
6933,Make a scrapbook,Personal,Normal,60,Saturday,17:30,18:30,user1,Afternoon
6933,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1,Morning
6933,Check bank statements,Personal,Normal,15,Tuesday,16:30,16:45,user1,Afternoon
6933,Join an online gaming session,Personal,Less Important,60,Friday,19:45,20:45,user1,Evening
6933,wake,Personal,Very Important,15,Monday,6:05,6:20,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
6933,Renew ID card,Personal,Very Important,30,Thursday,13:30,14:00,user1,Afternoon
6933,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1,Evening
6933,Drop off donation,Personal,Very Important,45,Monday,13:30,14:15,user1,Afternoon
6933,Evening gym workout,Personal,Normal,30,Sunday,19:45,20:15,user1,Evening
6933,reading,Personal,Normal,65,Monday,12:10,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
6933,Organize work,Work,Important,60,Sunday,10:30,11:30,user1,Morning
6933,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1,Morning
6933,Reading,Work,Important,103,Wednesday,0:00,1:43,user1,Evening
6933,Clean the bathroom,Personal,Normal,45,Sunday,14:30,15:15,user1,Afternoon
6933,Grocery shopping,Personal,Very Important,60,Saturday,11:30,12:30,user1,Morning
6933,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1,Afternoon
6933,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1,Evening
6933,Wake up,Personal,Very Important,15,Monday,6:00,6:15,user1,Morning
6933,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1,Morning
6933,Renew ID card,Personal,Very Important,45,Wednesday,9:00,9:45,user1,Morning
6933,One-on-one with supervisor,Work,Important,60,Friday,12:45,13:45,user1,Afternoon
6933,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1,Evening
6933,Plan for tomorrow,Work,Important,20,Tuesday,22:00,22:20,user1,Evening
6933,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1,Morning
6933,Dinner with friends,Personal,Less Important,30,Wednesday,21:00,21:30,user1,Evening
6933,Home workout,Personal,Normal,60,Sunday,6:30,7:30,user1,Morning
6933,Read a book,Education,Very Important,30,Sunday,13:45,14:15,user1,Afternoon
6933,Project sync-up,Work,Important,60,Saturday,12:45,13:45,user1,Afternoon
6933,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1,Evening
6933,Pick up package,Personal,Very Important,30,Monday,12:15,12:45,user1,Afternoon
6933,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1,Evening
6933,Learn English,Education,Important,60,Sunday,15:00,16:00,user1,Afternoon
6933,Take a quick break,Personal,Normal,10,Tuesday,15:00,15:10,user1,Afternoon
6933,Watch online tutorial,Education,Important,30,Thursday,21:15,21:45,user1,Evening
6933,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1,Evening
6933,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1,Morning
6933,Evening gym workout,Personal,Normal,60,Tuesday,19:00,20:00,user1,Evening
6933,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1,Afternoon
6933,Learn Python,Education,Important,45,Saturday,13:45,14:30,user1,Afternoon
6933,Visit the bank,Personal,Very Important,30,Saturday,11:15,11:45,user1,Morning
6933,Attend webinar,Education,Important,45,Friday,15:00,15:45,user1,Afternoon
6933,Take a quick break,Personal,Normal,10,Tuesday,15:00,15:10,user1,Afternoon
6933,Product demo with client,Work,Important,45,Thursday,13:45,14:30,user1,Afternoon
6933,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1,Afternoon
6933,Coffee with a friend,Personal,Less Important,60,Sunday,16:15,17:15,user1,Afternoon
6933,Write a diary,Personal,Normal,30,Wednesday,22:30,23:00,user1,Evening
6933,Plan for tomorrow,Work,Important,20,Tuesday,22:00,22:20,user1,Evening
6933,Yoga session,Personal,Normal,45,Wednesday,7:45,8:30,user1,Morning
6933,Take online quiz,Education,Very Important,45,Friday,14:45,15:30,user1,Afternoon
6933,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
6933,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1,Afternoon
6933,Pick up package,Personal,Very Important,60,Tuesday,11:15,12:15,user1,Morning
6933,Yoga session,Personal,Normal,60,Thursday,7:15,8:15,user1,Morning
6933,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1,Morning
6933,Watch YouTube,Personal,Less Important,30,Thursday,21:00,21:30,user1,Evening
6933,Update project status,Work,Very Important,30,Wednesday,12:45,13:15,user1,Afternoon
6933,Clean the bathroom,Personal,Normal,30,Tuesday,14:15,14:45,user1,Afternoon
6933,Take a morning walk,Personal,Normal,20,Thursday,7:00,7:20,user1,Morning
6933,Dinner with friends,Personal,Less Important,30,Thursday,21:15,21:45,user1,Evening
6933,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
6933,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1,Evening
6933,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Respond to work emails,Work,Very Important,45,Saturday,9:30,10:15,user1,Morning
6933,Read a technical article,Education,Important,60,Wednesday,12:00,13:00,user1,Afternoon
6933,Buy stationery,Personal,Very Important,45,Sunday,10:45,11:30,user1,Morning
6933,Record a song,Personal,Normal,30,Friday,18:45,19:15,user1,Evening
6933,Evening gym workout,Personal,Normal,45,Thursday,19:15,20:00,user1,Evening
6933,Grocery shopping,Personal,Very Important,30,Saturday,13:30,14:00,user1,Afternoon
6933,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1,Morning
6933,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1,Morning
6933,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1,Afternoon
6933,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1,Afternoon
6933,wake,Personal,Very Important,15,Monday,6:35,6:50,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
6933,Have breakfast,Personal,Normal,30,Tuesday,7:00,7:30,user1,Morning
6933,Clean the living room,Personal,Normal,30,Wednesday,10:00,10:30,user1,Morning
6933,Team meeting,Work,Important,60,Friday,11:15,12:15,user1,Morning
6933,Cross-department alignment,Work,Important,45,Saturday,10:00,10:45,user1,Morning
6933,Attend webinar,Education,Important,60,Wednesday,13:30,14:30,user1,Afternoon
6933,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1,Evening
6933,Create flashcards for revision,Education,Very Important,60,Thursday,13:00,14:00,user1,Afternoon
6933,Reading,Work,Important,103,Wednesday,0:00,1:43,user1,Evening
6933,Take notes from an eBook,Education,Important,30,Thursday,16:45,17:15,user1,Afternoon
6933,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1,Afternoon
6933,Mop the floor,Personal,Normal,45,Monday,14:30,15:15,user1,Afternoon
6933,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1,Evening
6933,Client discussion,Work,Important,30,Monday,15:45,16:15,user1,Afternoon
6933,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1,Morning
6933,Play outdoor sports,Personal,Normal,90,Sunday,16:00,17:30,user1,Afternoon
6933,Update LinkedIn profile,Work,Important,45,Sunday,12:00,12:45,user1,Afternoon
6933,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
6933,Learn a new language,Education,Important,60,Monday,20:00,21:00,user1,Evening
6933,Solve math problems,Education,Very Important,30,Saturday,17:15,17:45,user1,Afternoon
6933,Watch a stand-up comedy,Personal,Less Important,60,Saturday,19:45,20:45,user1,Evening
6933,Take notes from an eBook,Education,Important,30,Saturday,12:00,12:30,user1,Afternoon
6933,Plan weekend gathering,Personal,Less Important,30,Tuesday,16:45,17:15,user1,Afternoon
6933,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
6933,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1,Evening
6933,One-on-one with supervisor,Work,Important,60,Saturday,10:15,11:15,user1,Morning
6933,Take online quiz,Education,Very Important,45,Thursday,13:00,13:45,user1,Afternoon
6933,Buy stationery,Personal,Very Important,45,Thursday,17:30,18:15,user1,Afternoon
6933,Complete a coding challenge,Education,Important,30,Saturday,11:00,11:30,user1,Morning
6933,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1,Morning
6933,Make a phone call,Personal,Normal,20,Saturday,15:00,15:20,user1,Afternoon
6933,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1,Evening
6933,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1,Evening
6933,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
6933,Stretching session,Personal,Normal,60,Monday,7:30,8:30,user1,Morning
6933,Cycling,Personal,Normal,45,Monday,7:15,8:00,user1,Morning
6933,Call a friend,Personal,Normal,20,Wednesday,18:00,18:20,user1,Evening
6933,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1,Morning
6933,Listen to music,Personal,Less Important,60,Sunday,18:15,19:15,user1,Evening
6933,Solve math problems,Education,Very Important,45,Monday,15:45,16:30,user1,Afternoon
6933,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
6933,Practice coding,Education,Important,30,Wednesday,21:45,22:15,user1,Evening
6933,meeting client,Work,Very Important,60,Monday,9:00,10:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
6933,Prepare budget report,Work,Very Important,45,Tuesday,14:30,15:15,user1,Afternoon
6933,Water the plants,Personal,Normal,60,Thursday,7:15,8:15,user1,Morning
6933,Call family,Personal,Less Important,30,Sunday,18:00,18:30,user1,Evening
6933,Play guitar,Personal,Normal,45,Monday,18:15,19:00,user1,Evening
6933,Evening walk,Personal,Normal,45,Saturday,17:30,18:15,user1,Afternoon
6933,Plan weekend gathering,Personal,Less Important,30,Tuesday,14:30,15:00,user1,Afternoon
6933,Read comics,Personal,Less Important,45,Wednesday,21:45,22:30,user1,Evening
6933,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1,Morning
6933,Yoga practice,Personal,Normal,30,Friday,6:00,6:30,user1,Morning
6933,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1,Morning
6933,Call family members,Personal,Normal,15,Tuesday,19:00,19:15,user1,Evening
6933,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1,Afternoon
6933,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1,Morning
6933,Join an online gaming session,Personal,Less Important,60,Sunday,21:45,22:45,user1,Evening
6933,Strategy discussion,Work,Important,60,Wednesday,11:00,12:00,user1,Morning
6933,Dinner with friends,Personal,Less Important,45,Saturday,21:15,22:00,user1,Evening
6933,Attend a birthday party,Personal,Less Important,45,Wednesday,18:15,19:00,user1,Evening
6933,Make a scrapbook,Personal,Normal,45,Tuesday,15:15,16:00,user1,Afternoon
6933,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1,Evening
6933,Paint a picture,Personal,Normal,60,Friday,13:00,14:00,user1,Afternoon
6933,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1,Morning
6933,Vacuum the floor,Personal,Normal,45,Tuesday,13:45,14:30,user1,Afternoon
6933,Clean the bathroom,Personal,Normal,60,Saturday,17:45,18:45,user1,Afternoon
6933,Clean the bathroom,Personal,Normal,60,Friday,14:00,15:00,user1,Afternoon
6933,Cycling,Personal,Normal,30,Tuesday,7:30,8:00,user1,Morning
6933,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
6933,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
6933,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1,Evening
6933,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1,Morning
6933,Attend a party,Social,Less Important,180,Saturday,18:30,21:30,user1,Evening
6933,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1,Morning
6933,Summarize a chapter,Education,Very Important,60,Wednesday,16:45,17:45,user1,Afternoon
6933,Summarize a chapter,Education,Very Important,45,Thursday,15:45,16:30,user1,Afternoon
6933,Practice a new language,Education,Important,45,Thursday,19:45,20:30,user1,Evening
6933,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1,Afternoon
6933,Evening gym workout,Personal,Normal,30,Saturday,18:45,19:15,user1,Evening
6933,Pick up package,Personal,Very Important,30,Friday,15:45,16:15,user1,Afternoon
6933,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1,Morning
6933,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
6933,Call family members,Personal,Normal,15,Tuesday,19:00,19:15,user1,Evening
6933,Solve math problems,Education,Very Important,30,Monday,17:45,18:15,user1,Afternoon
6933,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
6933,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1,Afternoon
6933,Design a presentation,Work,Very Important,45,Sunday,12:15,13:00,user1,Afternoon
6933,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1,Evening
6933,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
6933,Coffee with a friend,Personal,Less Important,30,Friday,14:15,14:45,user1,Afternoon
6933,Evening walk,Personal,Normal,60,Tuesday,19:15,20:15,user1,Evening
6933,Product demo with client,Work,Important,30,Wednesday,10:15,10:45,user1,Morning
6933,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1,Afternoon
6933,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1,Evening
6933,Paint a picture,Personal,Normal,60,Tuesday,14:30,15:30,user1,Afternoon
6933,Cross-department alignment,Work,Important,60,Tuesday,11:45,12:45,user1,Morning
6933,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1,Morning
6933,Make a phone call,Personal,Normal,20,Saturday,15:00,15:20,user1,Afternoon
6933,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1,Evening
6933,Evening gym workout,Personal,Normal,45,Friday,18:30,19:15,user1,Evening
6933,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1,Morning
6933,Dinner with friends,Personal,Less Important,60,Thursday,18:45,19:45,user1,Evening
6933,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1,Morning
6933,Explore new tools,Education,Important,30,Friday,17:45,18:15,user1,Afternoon
6933,Get a haircut,Personal,Very Important,60,Sunday,11:30,12:30,user1,Morning
6933,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1,Evening
6933,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1,Morning
6933,Watch a movie,Personal,Less Important,45,Wednesday,19:15,20:00,user1,Evening
6933,visit library,Education,Normal,60,Thursday,15:15,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
6933,Create flashcards for revision,Education,Very Important,60,Friday,17:45,18:45,user1,Afternoon
6933,read book,Personal,Normal,45,Wednesday,14:25,15:10,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
6933,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1,Evening
6933,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1,Afternoon
6933,Writing,Work,Important,18,Wednesday,9:00,9:18,user1,Morning
6933,Plan weekend gathering,Personal,Less Important,45,Wednesday,16:45,17:30,user1,Afternoon
6933,watch movie,Personal,Less Important,120,Monday,21:00,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Design a presentation,Work,Very Important,45,Monday,11:30,12:15,user1,Morning
6933,Play guitar,Personal,Normal,30,Saturday,17:45,18:15,user1,Afternoon
6933,Respond to work emails,Work,Very Important,30,Monday,13:15,13:45,user1,Afternoon
6933,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1,Afternoon
6933,Writing,Personal,Very Important,21,Wednesday,2:00,2:21,user1,Evening
6933,Join an online gaming session,Personal,Less Important,60,Saturday,18:45,19:45,user1,Evening
6933,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1,Afternoon
6933,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1,Evening
6933,Visit the bank,Personal,Very Important,45,Saturday,13:45,14:30,user1,Afternoon
6933,Stretching session,Personal,Normal,30,Friday,6:45,7:15,user1,Morning
6933,Watch a movie,Personal,Less Important,60,Sunday,20:30,21:30,user1,Evening
6933,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
6933,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1,Morning
6933,Evening walk,Personal,Normal,45,Saturday,17:15,18:00,user1,Afternoon
6933,Team meeting,Work,Important,45,Thursday,14:30,15:15,user1,Afternoon
6933,Evening walk,Personal,Normal,30,Sunday,19:00,19:30,user1,Evening
6933,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1,Morning
6933,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1,Afternoon
6933,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1,Afternoon
6933,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1,Evening
6933,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
6933,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1,Evening
6933,Design a presentation,Work,Very Important,30,Sunday,15:45,16:15,user1,Afternoon
6933,Read research paper,Education,Important,45,Sunday,19:30,20:15,user1,Evening
6933,Watch online tutorial,Education,Important,45,Monday,11:15,12:00,user1,Morning
6933,Read a book,Education,Very Important,45,Monday,8:30,9:15,user1,Morning
6933,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1,Morning
6933,Prepare budget report,Work,Very Important,60,Friday,14:30,15:30,user1,Afternoon
6933,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
6933,Practice coding,Education,Important,45,Thursday,19:45,20:30,user1,Evening
6933,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1,Evening
6933,Attend a birthday party,Personal,Less Important,45,Monday,21:00,21:45,user1,Evening
6933,Write report,Work,Important,90,Thursday,10:30,12:00,user1,Morning
6933,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1,Evening
6933,Plan weekend gathering,Personal,Less Important,30,Wednesday,16:00,16:30,user1,Afternoon
6933,Wash dishes,Personal,Normal,30,Wednesday,15:30,16:00,user1,Afternoon
6933,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1,Afternoon
6933,Clean the bathroom,Personal,Normal,45,Saturday,11:30,12:15,user1,Morning
6933,Write a summary of today's learnings,Education,Very Important,45,Thursday,9:15,10:00,user1,Morning
6933,Do the laundry,Personal,Normal,45,Tuesday,13:00,13:45,user1,Afternoon
6933,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1,Morning
6933,Read comics,Personal,Less Important,60,Saturday,20:30,21:30,user1,Evening
6933,Yoga session,Personal,Normal,45,Wednesday,6:45,7:30,user1,Morning
6933,Jogging,Personal,Normal,30,Saturday,5:45,6:15,user1,Morning
6933,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1,Evening
6933,Teamwork,Work,Very Important,120,Thursday,14:15,16:15,user1,Afternoon
6933,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1,Morning
6933,Watch a stand-up comedy,Personal,Less Important,60,Saturday,20:00,21:00,user1,Evening
6933,Code review session,Work,Very Important,30,Sunday,14:30,15:00,user1,Afternoon
6933,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1,Evening
6933,Coding Session,Work,Very Important,116,Tuesday,9:00,10:56,user1,Morning
6933,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
6933,Review lecture notes,Education,Very Important,45,Wednesday,12:15,13:00,user1,Afternoon
6933,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
6933,Write a blog post,Personal,Normal,30,Thursday,13:00,13:30,user1,Afternoon
6933,Clean the bathroom,Personal,Normal,45,Tuesday,12:30,13:15,user1,Afternoon
6933,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
6933,Product demo with client,Work,Important,60,Saturday,12:30,13:30,user1,Afternoon
6933,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
6933,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1,Morning
6933,Watch a movie,Personal,Less Important,45,Saturday,21:15,22:00,user1,Evening
6933,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
6933,Play guitar,Personal,Normal,60,Wednesday,19:00,20:00,user1,Evening
6933,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
6933,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
6933,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
6933,Water the plants,Personal,Normal,60,Saturday,7:30,8:30,user1,Morning
6933,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1,Evening
6933,Coffee with a friend,Personal,Less Important,30,Tuesday,15:30,16:00,user1,Afternoon
6933,Watch a stand-up comedy,Personal,Less Important,60,Monday,19:15,20:15,user1,Evening
6933,Buy stationery,Personal,Very Important,45,Wednesday,11:00,11:45,user1,Morning
6933,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1,Afternoon
6933,Meeting,Work,Normal,95,Wednesday,16:00,17:35,user1,Afternoon
6933,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
